gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
985966068	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS135101475	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	Tringa solitaria		SPECIES	Tringa solitaria A.Wilson, 1813	Tringa solitaria		US	Bar Harbor	Maine	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	44.38758	-68.20386							2008-08-04	4	8	2008	2481710	2481710	HUMAN_OBSERVATION	CLO	EBIRD	OBS135101475				CC_BY_4_0		obsr250068			2024-04-17T09:51:35.168Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
985242306	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS116022283	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris maritima		SPECIES	Calidris maritima (Brünnich, 1764)	Calidris maritima		US	Bar Harbor	Maine	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.38758	-68.20386							2011-04-22	22	4	2011	2481743	2481743	HUMAN_OBSERVATION	CLO	EBIRD	OBS116022283				CC_BY_4_0		obsr229149			2024-04-17T08:44:02.017Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
984776520	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS101322764	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris maritima		SPECIES	Calidris maritima (Brünnich, 1764)	Calidris maritima		US	Southwest Harbor	Maine	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	44.27978	-68.32506							2010-01-23	23	1	2010	2481743	2481743	HUMAN_OBSERVATION	CLO	EBIRD	OBS101322764				CC_BY_4_0		obsr106420			2024-04-17T08:22:51.841Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
984462927	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS93619458	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	Tringa melanoleuca		SPECIES	Tringa melanoleuca (J.F.Gmelin, 1789)	Tringa melanoleuca		US	Seal Harbor	Maine	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.30318	-68.24026							2009-05-12	12	5	2009	2481720	2481720	HUMAN_OBSERVATION	CLO	EBIRD	OBS93619458				CC_BY_4_0		obsr137437			2024-04-17T08:22:23.635Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
982944530	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS61201044	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris maritima		SPECIES	Calidris maritima (Brünnich, 1764)	Calidris maritima		US	Bar Harbor	Maine	PRESENT	22	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.38758	-68.20386							2009-01-10	10	1	2009	2481743	2481743	HUMAN_OBSERVATION	CLO	EBIRD	OBS61201044				CC_BY_4_0		obsr90805			2024-04-17T08:44:29.630Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
982898870	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS60343788	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Arenaria	Arenaria interpres		SPECIES	Arenaria interpres (Linnaeus, 1758)	Arenaria interpres		US	Bar Harbor	Maine	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.38758	-68.20386							2008-07-08	8	7	2008	2481776	2481776	HUMAN_OBSERVATION	CLO	EBIRD	OBS60343788				CC_BY_4_0		obsr168283			2024-04-17T08:44:23.565Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
982636033	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS56360470	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	Tringa melanoleuca		SPECIES	Tringa melanoleuca (J.F.Gmelin, 1789)	Tringa melanoleuca		US	Bar Harbor	Maine	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.38758	-68.20386							2008-08-01	1	8	2008	2481720	2481720	HUMAN_OBSERVATION	CLO	EBIRD	OBS56360470				CC_BY_4_0		obsr146842			2024-04-17T09:02:08.970Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
982561513	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS55480518	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Arenaria	Arenaria interpres		SPECIES	Arenaria interpres (Linnaeus, 1758)	Arenaria interpres		US	Bar Harbor	Maine	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.38758	-68.20386							2008-07-08	8	7	2008	2481776	2481776	HUMAN_OBSERVATION	CLO	EBIRD	OBS55480518				CC_BY_4_0		obsr131249			2024-04-17T09:49:37.565Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
982498166	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_BCN:OBS54851317	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Scolopax	Scolopax minor		SPECIES	Scolopax minor J.F.Gmelin, 1789	Scolopax minor		US	Bar Harbor	Maine	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.38758	-68.20386							2008-06-10	10	6	2008	2481695	2481695	HUMAN_OBSERVATION	CLO	EBIRD_BCN	OBS54851317				CC_BY_4_0		obsr135244			2024-04-17T09:01:57.946Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
982079666	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS46680322	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris maritima		SPECIES	Calidris maritima (Brünnich, 1764)	Calidris maritima		US	Bar Harbor	Maine	PRESENT	45	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.38758	-68.20386							2008-01-06	6	1	2008	2481743	2481743	HUMAN_OBSERVATION	CLO	EBIRD	OBS46680322				CC_BY_4_0		obsr90805			2024-04-17T08:21:59.430Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
981217320	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS33684961	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris pusilla		SPECIES	Calidris pusilla (Linnaeus, 1766)	Calidris pusilla		US	Bar Harbor	Maine	PRESENT	7	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.38758	-68.20386							2006-09-12	12	9	2006	2481764	2481764	HUMAN_OBSERVATION	CLO	EBIRD	OBS33684961				CC_BY_4_0		obsr53167			2024-04-17T08:43:39.483Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
981217274	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS33684962	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris minutilla		SPECIES	Calidris minutilla (Vieillot, 1819)	Calidris minutilla		US	Bar Harbor	Maine	PRESENT	5	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.38758	-68.20386							2006-09-12	12	9	2006	2481745	2481745	HUMAN_OBSERVATION	CLO	EBIRD	OBS33684962				CC_BY_4_0		obsr53167			2024-04-17T08:44:20.953Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
981044842	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS31881281	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Scolopax	Scolopax minor		SPECIES	Scolopax minor J.F.Gmelin, 1789	Scolopax minor		US	Bar Harbor	Maine	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.38758	-68.20386							2006-05-09	9	5	2006	2481695	2481695	HUMAN_OBSERVATION	CLO	EBIRD	OBS31881281				CC_BY_4_0		obsr93136			2024-04-17T08:44:33.821Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
980439110	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS248315730	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris pusilla		SPECIES	Calidris pusilla (Linnaeus, 1766)	Calidris pusilla		US	Acadia NP--Great Head	Maine	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	44.328926	-68.17419							2008-08-09	9	8	2008	2481764	2481764	HUMAN_OBSERVATION	CLO	EBIRD	OBS248315730				CC_BY_4_0		obsr297898			2024-04-17T09:07:05.725Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
979729828	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS241298188	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	Tringa melanoleuca		SPECIES	Tringa melanoleuca (J.F.Gmelin, 1789)	Tringa melanoleuca		US	Babson Creek Preserve (MCHT), Mount Desert	Maine	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.373013	-68.33103							2013-10-04	4	10	2013	2481720	2481720	HUMAN_OBSERVATION	CLO	EBIRD	OBS241298188				CC_BY_4_0		obsr495090			2024-04-17T08:23:27.247Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
978998513	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS236816863	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris maritima		SPECIES	Calidris maritima (Brünnich, 1764)	Calidris maritima		US	Bar Harbor	Maine	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	44.3889	-68.20347							2013-01-18	18	1	2013	2481743	2481743	HUMAN_OBSERVATION	CLO	EBIRD	OBS236816863				CC_BY_4_0		obsr496807			2024-04-17T09:50:25.416Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
978536814	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS233832035	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris maritima		SPECIES	Calidris maritima (Brünnich, 1764)	Calidris maritima		US	Bar Harbor	Maine	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	44.3889	-68.20347							2013-01-18	18	1	2013	2481743	2481743	HUMAN_OBSERVATION	CLO	EBIRD	OBS233832035				CC_BY_4_0		obsr350162			2024-04-17T09:51:29.200Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
978442761	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS233697644	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Scolopax	Scolopax minor		SPECIES	Scolopax minor J.F.Gmelin, 1789	Scolopax minor		US	Bar Harbor	Maine	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.38758	-68.20386							2006-04-02	2	4	2006	2481695	2481695	HUMAN_OBSERVATION	CLO	EBIRD	OBS233697644				CC_BY_4_0		obsr318945			2024-04-17T09:05:18.006Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
978431648	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS233698122	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris maritima		SPECIES	Calidris maritima (Brünnich, 1764)	Calidris maritima		US	Hadley Point, Bar Harbor	Maine	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.444138	-68.31899							2006-04-03	3	4	2006	2481743	2481743	HUMAN_OBSERVATION	CLO	EBIRD	OBS233698122				CC_BY_4_0		obsr318945			2024-04-17T08:25:12.227Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
975309155	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS222088409	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris pusilla		SPECIES	Calidris pusilla (Linnaeus, 1766)	Calidris pusilla		US	Acadia NP--Otter Cove Causeway	Maine	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.317337	-68.19961							2013-09-12	12	9	2013	2481764	2481764	HUMAN_OBSERVATION	CLO	EBIRD	OBS222088409				CC_BY_4_0		obsr353739			2024-04-17T08:46:04.829Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
973628981	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS220123367	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris minutilla		SPECIES	Calidris minutilla (Vieillot, 1819)	Calidris minutilla		US	Acadia NP--Ship Harbor Trail	Maine	PRESENT	4	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.231667	-68.325615							2012-08-19	19	8	2012	2481745	2481745	HUMAN_OBSERVATION	CLO	EBIRD	OBS220123367				CC_BY_4_0		obsr171499			2024-04-17T08:25:55.880Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
973296087	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS219582072	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris maritima		SPECIES	Calidris maritima (Brünnich, 1764)	Calidris maritima		US	Acadia NP--Seawall Picnic Area	Maine	PRESENT	15	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.2373	-68.3025							2013-12-01	1	12	2013	2481743	2481743	HUMAN_OBSERVATION	CLO	EBIRD	OBS219582072				CC_BY_4_0		obsr224998			2024-04-17T09:07:25.894Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
972623742	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS218906700	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris maritima		SPECIES	Calidris maritima (Brünnich, 1764)	Calidris maritima		US	Acadia NP--Seawall Pond	Maine	PRESENT	20	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.242615	-68.29942							2013-11-24	24	11	2013	2481743	2481743	HUMAN_OBSERVATION	CLO	EBIRD	OBS218906700				CC_BY_4_0		obsr293937			2024-04-17T09:04:59.264Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
972568178	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_ME:OBS218739649	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris maritima		SPECIES	Calidris maritima (Brünnich, 1764)	Calidris maritima		US	Acadia NP--Seawall Picnic Area	Maine	PRESENT	12	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.2373	-68.3025							2013-11-24	24	11	2013	2481743	2481743	HUMAN_OBSERVATION	CLO	EBIRD_ME	OBS218739649				CC_BY_4_0		obsr29626			2024-04-17T08:45:11.744Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
972314398	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS218408949	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	Tringa melanoleuca		SPECIES	Tringa melanoleuca (J.F.Gmelin, 1789)	Tringa melanoleuca		US	Northeast Creek, Bar Harbor	Maine	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.42477	-68.32754							2013-10-23	23	10	2013	2481720	2481720	HUMAN_OBSERVATION	CLO	EBIRD	OBS218408949				CC_BY_4_0		obsr101607			2024-04-17T08:23:17.877Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
972277676	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_ME:OBS218626860	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris maritima		SPECIES	Calidris maritima (Brünnich, 1764)	Calidris maritima		US	Acadia NP--Seawall Picnic Area	Maine	PRESENT	40	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.2373	-68.3025							2013-11-23	23	11	2013	2481743	2481743	HUMAN_OBSERVATION	CLO	EBIRD_ME	OBS218626860				CC_BY_4_0		obsr29626			2024-04-17T09:51:13.621Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
972146772	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS218328087	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris maritima		SPECIES	Calidris maritima (Brünnich, 1764)	Calidris maritima		US	ANP - Seawall Sea Watch	Maine	PRESENT	22	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.23679	-68.302666							2013-11-20	20	11	2013	2481743	2481743	HUMAN_OBSERVATION	CLO	EBIRD	OBS218328087				CC_BY_4_0		obsr101607			2024-04-17T08:23:14.110Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
971574401	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS217655592	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Scolopax	Scolopax minor		SPECIES	Scolopax minor J.F.Gmelin, 1789	Scolopax minor		US	Canon Brook Trail 2013	Maine	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.347847	-68.20231							2013-07-16	16	7	2013	2481695	2481695	HUMAN_OBSERVATION	CLO	EBIRD	OBS217655592				CC_BY_4_0		obsr224998			2024-04-17T08:45:44.294Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
971431958	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS217552824	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	Tringa melanoleuca		SPECIES	Tringa melanoleuca (J.F.Gmelin, 1789)	Tringa melanoleuca		US	Acadia NP (please use more specific location if possible)	Maine	PRESENT	4	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.3386	-68.27333							2013-11-04	4	11	2013	2481720	2481720	HUMAN_OBSERVATION	CLO	EBIRD	OBS217552824				CC_BY_4_0		obsr303450			2024-04-17T09:50:49.070Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
971431080	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS217552825	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris maritima		SPECIES	Calidris maritima (Brünnich, 1764)	Calidris maritima		US	Acadia NP (please use more specific location if possible)	Maine	PRESENT	5	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.3386	-68.27333							2013-11-04	4	11	2013	2481743	2481743	HUMAN_OBSERVATION	CLO	EBIRD	OBS217552825				CC_BY_4_0		obsr303450			2024-04-17T08:23:13.521Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
971183132	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS217195363	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris minutilla		SPECIES	Calidris minutilla (Vieillot, 1819)	Calidris minutilla		US	Acadia NP (please use more specific location if possible)	Maine	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	44.3386	-68.27333							2009-07-08	8	7	2009	2481745	2481745	HUMAN_OBSERVATION	CLO	EBIRD	OBS217195363				CC_BY_4_0		obsr164108			2024-04-17T09:05:53.339Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
971117984	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_ME:OBS217088532	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	Tringa melanoleuca		SPECIES	Tringa melanoleuca (J.F.Gmelin, 1789)	Tringa melanoleuca		US	Acadia NP--Ship Harbor Trail	Maine	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.231667	-68.325615							2013-11-09	9	11	2013	2481720	2481720	HUMAN_OBSERVATION	CLO	EBIRD_ME	OBS217088532				CC_BY_4_0		obsr29626			2024-04-17T08:25:54.655Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
970377697	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_ME:OBS216185236	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Gallinago	Gallinago delicata		SPECIES	Gallinago delicata (Ord, 1825)	Gallinago delicata		US	Mount Desert Island High School	Maine	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.37278	-68.3025							2013-11-03	3	11	2013	2481817	2481817	HUMAN_OBSERVATION	CLO	EBIRD_ME	OBS216185236				CC_BY_4_0		obsr29626			2024-04-17T08:46:16.039Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
969091151	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_ME:OBS214818930	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Actitis	Actitis macularius		SPECIES	Actitis macularius (Linnaeus, 1766)	Actitis macularius		US	Acadia NP--Wonderland Trail	Maine	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.233753	-68.31987							2013-10-20	20	10	2013	2481798	2481798	HUMAN_OBSERVATION	CLO	EBIRD_ME	OBS214818930				CC_BY_4_0		obsr29626			2024-04-17T08:24:58.671Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
968471804	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS213979884	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	Tringa melanoleuca		SPECIES	Tringa melanoleuca (J.F.Gmelin, 1789)	Tringa melanoleuca		US	Bass Harbor	Maine	PRESENT	5	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.240696	-68.34446							2013-10-13	13	10	2013	2481720	2481720	HUMAN_OBSERVATION	CLO	EBIRD	OBS213979884				CC_BY_4_0		obsr167609			2024-04-17T09:50:55.937Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
968462080	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS213979890	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris pusilla		SPECIES	Calidris pusilla (Linnaeus, 1766)	Calidris pusilla		US	Bass Harbor	Maine	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.240696	-68.34446							2013-10-13	13	10	2013	2481764	2481764	HUMAN_OBSERVATION	CLO	EBIRD	OBS213979890				CC_BY_4_0		obsr167609			2024-04-17T09:04:14.634Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
968461359	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS213979892	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	Tringa flavipes		SPECIES	Tringa flavipes (J.F.Gmelin, 1789)	Tringa flavipes		US	Bass Harbor	Maine	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.240696	-68.34446							2013-10-13	13	10	2013	2481721	2481721	HUMAN_OBSERVATION	CLO	EBIRD	OBS213979892				CC_BY_4_0		obsr167609			2024-04-17T09:51:29.397Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
968348489	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS214094702	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	Tringa melanoleuca		SPECIES	Tringa melanoleuca (J.F.Gmelin, 1789)	Tringa melanoleuca		US	Clark Cove 2013	Maine	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.40479	-68.34968							2013-10-12	12	10	2013	2481720	2481720	HUMAN_OBSERVATION	CLO	EBIRD	OBS214094702				CC_BY_4_0		obsr224998			2024-04-17T08:24:54.422Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
968251624	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS213780658	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Scolopax	Scolopax minor		SPECIES	Scolopax minor J.F.Gmelin, 1789	Scolopax minor		US	Bar Harbor	Maine	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.38758	-68.20386							2013-06-29	29	6	2013	2481695	2481695	HUMAN_OBSERVATION	CLO	EBIRD	OBS213780658				CC_BY_4_0		obsr217354			2024-04-17T09:06:12.492Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
